ContactId__c,FirstName__c,LastName__c,Email__c,Phone__c,Title__c,AccountId__c,LeadSource__c,City__c,State__c
003g700000FK3wVAAT,John,Martinez,john.martinez15@pinnaclesyst.com,,Head of Product,,,Cincinnati,Ohio
003g700000FK3wWAAT,Mary,Martin,mary.martin42@luminaigroup.com,,VP Sales,,,Akron,Ohio
003g700000FK3wXAAT,Ashley,Harris,ashley.harris55@luminaigroup.com,,COO,,,Akron,Ohio
003g700000FK3wYAAT,Mary,Clark,mary.clark61@echotechcorp.com,,VP Sales,,,Dayton,Ohio
003g700000FK3wZAAT,Daniel,Anderson,daniel.anderson74@echotechcorp.com,,COO,,,Dayton,Ohio
003g700000FK3waAAD,Daniel,Lee,daniel.lee13@echotechcorp.com,,CMO,,,Dayton,Ohio
003g700000FK3wbAAD,Susan,Lopez,susan.lopez64@nextgendigit.com,,Head of Product,,,Dayton,Ohio
003g700000FK3wcAAD,Carol,Martinez,carol.martinez47@fusionworksl.com,,COO,,,Akron,Ohio
003g700000FK3wdAAD,Richard,Moore,richard.moore82@fusionworksl.com,,Director Marketing,,,Akron,Ohio
003g700000FK3weAAD,Christopher,Rodriguez,christopher.rodriguez7@nextgendigit.com,,VP Engineering,,,Akron,Ohio
003g700000FK3wfAAD,Kenneth,Anderson,kenneth.anderson29@nextgendigit.com,,Director Marketing,,,Akron,Ohio
003g700000FK3wgAAD,Michelle,Lopez,michelle.lopez35@gridpointgro.com,,Director Marketing,,,Toledo,Ohio
003g700000FK3whAAD,Margaret,Miller,margaret.miller45@catalystcorp.com,,Director Marketing,,,Toledo,Ohio
003g700000FK3wiAAD,Karen,Jackson,karen.jackson39@catalystcorp.com,,COO,,,Toledo,Ohio
003g700000FK3wjAAD,Joshua,Lopez,joshua.lopez26@catalystcorp.com,,COO,,,Toledo,Ohio
003g700000FK3wkAAD,Betty,Rodriguez,betty.rodriguez80@catalystcorp.com,,CMO,,,Toledo,Ohio
003g700000FK3wlAAD,Mary,White,mary.white91@globalsoluti.com,,CTO,,,Cleveland,Ohio
003g700000FK3wmAAD,Kenneth,Moore,kenneth.moore28@globalsoluti.com,,CMO,,,Cleveland,Ohio
003g700000FK3wnAAD,Joshua,Thompson,joshua.thompson99@horizonlabsi.com,,COO,,,Akron,Ohio
003g700000FK3woAAD,Kenneth,Lewis,kenneth.lewis81@horizonlabsi.com,,VP Sales,,,Akron,Ohio
003g700000FK3wpAAD,Kimberly,Miller,kimberly.miller47@horizonlabsi.com,,CMO,,,Akron,Ohio
003g700000FK3wqAAD,Jessica,Jones,jessica.jones96@atlasmanufac.com,,VP Engineering,,,Dayton,Ohio
003g700000FK3wrAAD,Margaret,Thomas,margaret.thomas41@atlasmanufac.com,,Director Marketing,,,Dayton,Ohio
003g700000FK3wsAAD,Mark,Rodriguez,mark.rodriguez37@pinnaclesyst.com,,CTO,,,Akron,Ohio
003g700000FK3wtAAD,Thomas,Harris,thomas.harris77@pinnaclesyst.com,,CEO,,,Akron,Ohio
003g700000FK3wuAAD,Jessica,Brown,jessica.brown20@brightpathll.com,,CEO,,,Dayton,Ohio
003g700000FK3wvAAD,Mary,Davis,mary.davis40@brightpathll.com,,CMO,,,Dayton,Ohio
003g700000FK3wwAAD,Emily,Martin,emily.martin56@brightpathll.com,,COO,,,Dayton,Ohio
003g700000FK3wxAAD,Robert,Miller,robert.miller21@brightpathll.com,,VP Engineering,,,Dayton,Ohio
003g700000FK3wyAAD,Mary,Rodriguez,mary.rodriguez36@fusionworksi.com,,CTO,,,Columbus,Ohio
003g700000FK3wzAAD,Robert,Lewis,robert.lewis63@fusionworksi.com,,VP Sales,,,Columbus,Ohio
003g700000FK3x0AAD,Jennifer,Lopez,jennifer.lopez78@corelogiccor.com,,VP Engineering,,,Cleveland,Ohio
003g700000FK3x1AAD,Mark,Wilson,mark.wilson86@optiservecor.com,,Director Marketing,,,Columbus,Ohio
003g700000FK3x2AAD,David,Davis,david.davis15@keystonellco.com,,Director Marketing,,,Dayton,Ohio
003g700000FK3x3AAD,Kimberly,Harris,kimberly.harris75@keystonellco.com,,VP Engineering,,,Dayton,Ohio
003g700000FK3x4AAD,Emily,Williams,emily.williams31@keystonellco.com,,Director Marketing,,,Dayton,Ohio
003g700000FK3x5AAD,Daniel,Lopez,daniel.lopez75@keystonellco.com,,COO,,,Dayton,Ohio
003g700000FK3x6AAD,Margaret,Miller,margaret.miller19@catalystcorp.com,,Director Marketing,,,Dayton,Ohio
003g700000FK3x7AAD,Barbara,Miller,barbara.miller36@catalystcorp.com,,CMO,,,Dayton,Ohio
003g700000FK3x8AAD,Thomas,Lee,thomas.lee8@brightpathll.com,,CMO,,,Columbus,Ohio
003g700000FK3x9AAD,Joshua,Wilson,joshua.wilson90@brightpathll.com,,Director Marketing,,,Columbus,Ohio
003g700000FK3xAAAT,Daniel,Martin,daniel.martin55@brightpathll.com,,CMO,,,Columbus,Ohio
003g700000FK3xBAAT,Jessica,Rodriguez,jessica.rodriguez19@brightpathll.com,,Head of Product,,,Columbus,Ohio
003g700000FK3xCAAT,Nancy,Martinez,nancy.martinez3@keystoneinco.com,,VP Sales,,,Toledo,Ohio
003g700000FK3xDAAT,Patricia,Clark,patricia.clark86@keystoneinco.com,,CEO,,,Toledo,Ohio
003g700000FK3xEAAT,Thomas,Martin,thomas.martin50@keystoneinco.com,,VP Engineering,,,Toledo,Ohio
003g700000FK3xFAAT,Nancy,Harris,nancy.harris16@keystoneinco.com,,CEO,,,Toledo,Ohio
003g700000FK3xGAAT,Anthony,Smith,anthony.smith51@echotechllco.com,,VP Engineering,,,Cleveland,Ohio
003g700000FK3xHAAT,Karen,Williams,karen.williams97@echotechllco.com,,CEO,,,Cleveland,Ohio
003g700000FK3xIAAT,Karen,Miller,karen.miller21@echotechllco.com,,CMO,,,Cleveland,Ohio
003g700000FK3xJAAT,Daniel,White,daniel.white53@echotechllco.com,,VP Sales,,,Cleveland,Ohio
003g700000FK3xKAAT,Jennifer,Moore,jennifer.moore61@optiserveinc.com,,COO,,,Cleveland,Ohio
003g700000FK3xLAAT,Lisa,Clark,lisa.clark55@optiserveinc.com,,Director Marketing,,,Cleveland,Ohio
003g700000FK3xMAAT,William,Clark,william.clark34@optiserveinc.com,,Director Marketing,,,Cleveland,Ohio
003g700000FK3xNAAT,Mark,Thompson,mark.thompson94@horizonlabsl.com,,Head of Product,,,Cleveland,Ohio
003g700000FK3xOAAT,Ashley,Clark,ashley.clark4@horizonlabsl.com,,VP Sales,,,Cleveland,Ohio
003g700000FK3xPAAT,Barbara,White,barbara.white57@horizonlabsl.com,,CTO,,,Cleveland,Ohio
003g700000FK3xQAAT,Betty,Miller,betty.miller81@atlasmanufac.com,,VP Engineering,,,Dayton,Ohio
003g700000FK3xRAAT,Kenneth,Williams,kenneth.williams15@fusionworksc.com,,CTO,,,Cleveland,Ohio
003g700000FK3xSAAT,Jessica,Jackson,jessica.jackson92@fusionworksc.com,,CTO,,,Cleveland,Ohio
003g700000FK3xTAAT,Kevin,Harris,kevin.harris53@fusionworksc.com,,Head of Product,,,Cleveland,Ohio
003g700000FK3xUAAT,Andrew,Lewis,andrew.lewis18@datawavecorp.com,,VP Engineering,,,Cleveland,Ohio
003g700000FK3xVAAT,Barbara,Harris,barbara.harris76@datawavecorp.com,,Head of Product,,,Cleveland,Ohio
003g700000FK3xWAAT,Christopher,Miller,christopher.miller11@datawavecorp.com,,COO,,,Cleveland,Ohio
003g700000FK3xXAAT,Nancy,Garcia,nancy.garcia51@datawavecorp.com,,COO,,,Cleveland,Ohio
003g700000FK3xYAAT,Mary,Smith,mary.smith72@optiservecor.com,,CEO,,,Toledo,Ohio
003g700000FK3xZAAT,Jennifer,Taylor,jennifer.taylor26@optiservecor.com,,VP Engineering,,,Toledo,Ohio
003g700000FK3xaAAD,Patricia,Anderson,patricia.anderson80@nextgendigit.com,,COO,,,Columbus,Ohio
003g700000FK3xbAAD,Kevin,Rodriguez,kevin.rodriguez20@nextgendigit.com,,Director Marketing,,,Columbus,Ohio
003g700000FK3xcAAD,William,Lee,william.lee16@datawavellco.com,,VP Sales,,,Columbus,Ohio
003g700000FK3xdAAD,Kimberly,Thomas,kimberly.thomas99@datawavellco.com,,CMO,,,Columbus,Ohio
003g700000FK3xeAAD,Emily,Brown,emily.brown29@datawavellco.com,,CEO,,,Columbus,Ohio
003g700000FK3xfAAD,Sarah,Martinez,sarah.martinez96@optiservellc.com,,CMO,,,Dayton,Ohio
003g700000FK3xgAAD,Anthony,Jones,anthony.jones56@optiservellc.com,,CEO,,,Dayton,Ohio
003g700000FK3xhAAD,Christopher,Lewis,christopher.lewis87@nextgendigit.com,,CEO,,,Dayton,Ohio
003g700000FK3xiAAD,Mark,Garcia,mark.garcia53@nextgendigit.com,,CTO,,,Dayton,Ohio
003g700000FK3xjAAD,Christopher,Rodriguez,christopher.rodriguez31@keystonellco.com,,CMO,,,Cincinnati,Ohio
003g700000FK3xkAAD,Nancy,Lee,nancy.lee88@datawaveinco.com,,CMO,,,Cincinnati,Ohio
003g700000FK3xlAAD,Jennifer,Smith,jennifer.smith61@datawaveinco.com,,CTO,,,Cincinnati,Ohio
003g700000FK3xmAAD,Betty,Harris,betty.harris28@fusionworksg.com,,COO,,,Cincinnati,Ohio
003g700000FK3xnAAD,Margaret,Lewis,margaret.lewis77@fusionworksg.com,,VP Engineering,,,Cincinnati,Ohio
003g700000FK3xoAAD,John,Brown,john.brown72@fusionworksg.com,,VP Sales,,,Cincinnati,Ohio
003g700000FK3xpAAD,Lisa,Davis,lisa.davis61@pinnaclesyst.com,,Head of Product,,,Dayton,Ohio
003g700000FK3xqAAD,James,Rodriguez,james.rodriguez65@synergyincll.com,,COO,,,Dayton,Ohio
003g700000FK3xrAAD,Betty,Harris,betty.harris48@pinnaclesyst.com,,CTO,,,Akron,Ohio
003g700000FK3xsAAD,Donna,Johnson,donna.johnson75@pinnaclesyst.com,,CTO,,,Akron,Ohio
003g700000FK3xtAAD,Thomas,Garcia,thomas.garcia65@pinnaclesyst.com,,CMO,,,Akron,Ohio
003g700000FK3xuAAD,Ashley,Jones,ashley.jones12@gridpointgro.com,,Head of Product,,,Toledo,Ohio
003g700000FK3xvAAD,Kimberly,Thomas,kimberly.thomas19@gridpointgro.com,,VP Engineering,,,Toledo,Ohio
003g700000FK3xwAAD,Linda,Lopez,linda.lopez6@gridpointgro.com,,CTO,,,Toledo,Ohio
003g700000FK3xxAAD,Sarah,Lewis,sarah.lewis47@innovatecogr.com,,COO,,,Cleveland,Ohio
003g700000FK3xyAAD,Christopher,Rodriguez,christopher.rodriguez79@innovatecogr.com,,VP Engineering,,,Cleveland,Ohio
003g700000FK3xzAAD,Kimberly,Lopez,kimberly.lopez56@innovatecogr.com,,CTO,,,Cleveland,Ohio
003g700000FK3y0AAD,Daniel,Lewis,daniel.lewis63@innovatecogr.com,,CTO,,,Cleveland,Ohio
003g700000FK3y1AAD,Patricia,Miller,patricia.miller20@innovatecoco.com,,VP Sales,,,Dayton,Ohio
003g700000FK3y2AAD,Joseph,Garcia,joseph.garcia5@innovatecoco.com,,CMO,,,Dayton,Ohio
003g700000FK3y3AAD,Thomas,Garcia,thomas.garcia91@innovatecoco.com,,CMO,,,Dayton,Ohio
003g700000FK3y4AAD,Margaret,Brown,margaret.brown64@innovatecoco.com,,VP Sales,,,Dayton,Ohio
003g700000FK3y5AAD,Matthew,Clark,matthew.clark72@gridpointgro.com,,CMO,,,Dayton,Ohio
003g700000FK3y6AAD,Ashley,Moore,ashley.moore15@gridpointgro.com,,CTO,,,Dayton,Ohio
003g700000FK3y7AAD,Linda,Wilson,linda.wilson12@gridpointgro.com,,CEO,,,Dayton,Ohio
003g700000FK3y8AAD,Christopher,Garcia,christopher.garcia22@gridpointgro.com,,VP Engineering,,,Dayton,Ohio
003g700000FK3y9AAD,Michelle,Smith,michelle.smith68@catalystcorp.com,,CTO,,,Cleveland,Ohio
003g700000FK3yAAAT,Mark,Williams,mark.williams32@catalystcorp.com,,CMO,,,Cleveland,Ohio
003g700000FK3yBAAT,Lisa,Smith,lisa.smith37@pinnaclesyst.com,,Director Marketing,,,Akron,Ohio
003g700000FK3yCAAT,Nancy,Lee,nancy.lee14@brightpathgr.com,,Head of Product,,,Toledo,Ohio
003g700000FK3yDAAT,Elizabeth,Smith,elizabeth.smith11@brightpathgr.com,,CMO,,,Toledo,Ohio
003g700000FK3yEAAT,Andrew,Taylor,andrew.taylor81@brightpathgr.com,,VP Engineering,,,Toledo,Ohio
003g700000FK3yFAAT,Kevin,Harris,kevin.harris1@brightpathgr.com,,Head of Product,,,Toledo,Ohio
003g700000FK3yGAAT,Carol,Taylor,carol.taylor42@luminaigroup.com,,CTO,,,Columbus,Ohio
003g700000FK3yHAAT,Patricia,White,patricia.white37@keystonellco.com,,Head of Product,,,Akron,Ohio
003g700000FK3yIAAT,Patricia,Lewis,patricia.lewis10@keystonellco.com,,COO,,,Akron,Ohio
003g700000FK3yJAAT,Betty,Rodriguez,betty.rodriguez23@optiservegro.com,,CEO,,,Cincinnati,Ohio
003g700000FK3yKAAT,Jennifer,Smith,jennifer.smith27@datawaveinco.com,,CTO,,,Columbus,Ohio
003g700000FK3yLAAT,Anthony,Anderson,anthony.anderson37@datawaveinco.com,,CTO,,,Columbus,Ohio
003g700000FK3yMAAT,Linda,Martinez,linda.martinez63@datawaveinco.com,,COO,,,Columbus,Ohio
003g700000FK3yNAAT,Karen,Harris,karen.harris78@datawaveinco.com,,CTO,,,Columbus,Ohio
003g700000FK3yOAAT,Michael,Wilson,michael.wilson66@datawavecorp.com,,CEO,,,Cincinnati,Ohio
003g700000FK3yPAAT,Emily,Taylor,emily.taylor50@datawavecorp.com,,CMO,,,Cincinnati,Ohio
003g700000FK3yQAAT,Sarah,Lee,sarah.lee77@datawavecorp.com,,COO,,,Cincinnati,Ohio
003g700000FK3yRAAT,Margaret,Wilson,margaret.wilson79@pinnaclesyst.com,,CTO,,,Cincinnati,Ohio
003g700000FK3ySAAT,Margaret,Williams,margaret.williams6@novatechinco.com,,Head of Product,,,Columbus,Ohio
003g700000FK3yTAAT,Ashley,Harris,ashley.harris29@novatechinco.com,,CTO,,,Columbus,Ohio
003g700000FK3yUAAT,Emily,Jackson,emily.jackson81@novatechinco.com,,Director Marketing,,,Columbus,Ohio
003g700000FK3yVAAT,Christopher,Taylor,christopher.taylor56@novatechinco.com,,Director Marketing,,,Columbus,Ohio
003g700000FK3yWAAT,Karen,Jones,karen.jones17@summitindust.com,,VP Engineering,,,Cleveland,Ohio
003g700000FK3yXAAT,Jessica,Jackson,jessica.jackson55@summitindust.com,,VP Engineering,,,Cleveland,Ohio
003g700000FK3yYAAT,Kenneth,Johnson,kenneth.johnson71@summitindust.com,,Director Marketing,,,Cleveland,Ohio
003g700000FK3yZAAT,Robert,Jackson,robert.jackson14@summitindust.com,,COO,,,Cleveland,Ohio
003g700000FK3yaAAD,Michael,Taylor,michael.taylor85@horizonlabsi.com,,VP Engineering,,,Cincinnati,Ohio
003g700000FK3ybAAD,Matthew,Rodriguez,matthew.rodriguez75@horizonlabsi.com,,Director Marketing,,,Cincinnati,Ohio
003g700000FK3ycAAD,Paul,Smith,paul.smith15@horizonlabsi.com,,CMO,,,Cincinnati,Ohio
003g700000FK3ydAAD,Barbara,Garcia,barbara.garcia51@horizonlabsi.com,,VP Sales,,,Cincinnati,Ohio
003g700000FK3yeAAD,Mark,Clark,mark.clark39@luminaigroup.com,,Head of Product,,,Cincinnati,Ohio
003g700000FK3yfAAD,Steven,Thompson,steven.thompson34@atlasmanufac.com,,Head of Product,,,Dayton,Ohio
003g700000FK3ygAAD,Barbara,Miller,barbara.miller24@atlasmanufac.com,,Director Marketing,,,Dayton,Ohio
003g700000FK3yhAAD,Kevin,Rodriguez,kevin.rodriguez87@atlasmanufac.com,,Director Marketing,,,Dayton,Ohio
003g700000FK3yiAAD,Margaret,Martin,margaret.martin3@atlasmanufac.com,,VP Sales,,,Dayton,Ohio
003g700000FK3yjAAD,Linda,Smith,linda.smith22@echotechcorp.com,,CMO,,,Akron,Ohio
003g700000FK3ykAAD,Ashley,Clark,ashley.clark52@echotechcorp.com,,CMO,,,Akron,Ohio
003g700000FK3ylAAD,Karen,Thompson,karen.thompson79@echotechcorp.com,,Head of Product,,,Akron,Ohio
003g700000FK3ymAAD,Betty,Martinez,betty.martinez12@echotechcorp.com,,CTO,,,Akron,Ohio
003g700000FK3ynAAD,James,Miller,james.miller15@echotechcorp.com,,VP Sales,,,Columbus,Ohio
003g700000FK3yoAAD,Richard,Smith,richard.smith27@echotechcorp.com,,CMO,,,Columbus,Ohio
003g700000FK3ypAAD,Jessica,Thomas,jessica.thomas81@innovatecoco.com,,CEO,,,Dayton,Ohio
003g700000FK3yqAAD,Jennifer,Martinez,jennifer.martinez99@innovatecoco.com,,CMO,,,Dayton,Ohio
003g700000FK3yrAAD,Andrew,Thomas,andrew.thomas3@catalystcorp.com,,Director Marketing,,,Akron,Ohio
003g700000FK3ysAAD,William,Jones,william.jones95@catalystcorp.com,,CMO,,,Akron,Ohio
003g700000FK3ytAAD,Andrew,Smith,andrew.smith58@luminaigroup.com,,CEO,,,Toledo,Ohio
003g700000FK3yuAAD,Richard,Martinez,richard.martinez73@luminaigroup.com,,COO,,,Toledo,Ohio
003g700000FK3yvAAD,Patricia,Lopez,patricia.lopez2@luminaigroup.com,,Director Marketing,,,Toledo,Ohio
003g700000FK3ywAAD,Margaret,Thomas,margaret.thomas64@luminaigroup.com,,VP Engineering,,,Toledo,Ohio
003g700000FK3yxAAD,Emily,Anderson,emily.anderson63@catalystcorp.com,,CMO,,,Cincinnati,Ohio
003g700000FK3yyAAD,Patricia,Jackson,patricia.jackson3@pinnaclesyst.com,,COO,,,Cleveland,Ohio
003g700000FK3yzAAD,Kenneth,Lopez,kenneth.lopez71@pinnaclesyst.com,,Director Marketing,,,Cleveland,Ohio
003g700000FK3z0AAD,Mark,Moore,mark.moore15@fusionworksi.com,,CMO,,,Toledo,Ohio
003g700000FK3z1AAD,Carol,White,carol.white45@fusionworksi.com,,CMO,,,Toledo,Ohio
003g700000FK3z2AAD,Margaret,Smith,margaret.smith21@fusionworksi.com,,VP Engineering,,,Toledo,Ohio
003g700000FK3z3AAD,Andrew,Wilson,andrew.wilson57@corelogicgro.com,,CEO,,,Akron,Ohio
003g700000FK3z4AAD,Paul,Davis,paul.davis76@corelogicgro.com,,Head of Product,,,Akron,Ohio
003g700000FK3z5AAD,David,Martinez,david.martinez93@fusionworksc.com,,COO,,,Dayton,Ohio
003g700000FK3z6AAD,Mark,Harris,mark.harris84@fusionworksc.com,,Head of Product,,,Dayton,Ohio
003g700000FK3z7AAD,Andrew,Garcia,andrew.garcia80@fusionworksc.com,,CEO,,,Dayton,Ohio
003g700000FK3z8AAD,Christopher,Clark,christopher.clark96@fusionworksc.com,,Director Marketing,,,Dayton,Ohio
003g700000FK3z9AAD,David,Garcia,david.garcia26@keystonellco.com,,CTO,,,Dayton,Ohio
003g700000FK3zAAAT,Kevin,Moore,kevin.moore13@keystonellco.com,,COO,,,Dayton,Ohio
003g700000FK3zBAAT,Emily,Martinez,emily.martinez31@keystonellco.com,,CEO,,,Dayton,Ohio
003g700000FK3zCAAT,Donna,Johnson,donna.johnson3@keystonellco.com,,Head of Product,,,Dayton,Ohio
003g700000FK3zDAAT,Matthew,Harris,matthew.harris21@nextgendigit.com,,CTO,,,Cincinnati,Ohio
003g700000FK3zEAAT,Paul,Johnson,paul.johnson9@nextgendigit.com,,Head of Product,,,Cincinnati,Ohio
003g700000FK3zFAAT,Margaret,Brown,margaret.brown80@nextgendigit.com,,CEO,,,Cincinnati,Ohio
003g700000FK3zGAAT,Donna,Davis,donna.davis63@summitindust.com,,VP Engineering,,,Akron,Ohio
003g700000FK3zHAAT,Matthew,Johnson,matthew.johnson99@techcorpcorp.com,,VP Engineering,,,Columbus,Ohio
003g700000FK3zIAAT,Elizabeth,Clark,elizabeth.clark66@techcorpcorp.com,,Director Marketing,,,Columbus,Ohio
003g700000FK3zJAAT,Patricia,Taylor,patricia.taylor59@techcorpcorp.com,,Director Marketing,,,Columbus,Ohio
003g700000FK3zKAAT,Carol,Thompson,carol.thompson14@nextgendigit.com,,VP Sales,,,Toledo,Ohio
003g700000FK3zLAAT,William,White,william.white16@synergyincin.com,,CEO,,,Akron,Ohio
003g700000FK3zMAAT,William,Lewis,william.lewis38@innovatecogr.com,,CMO,,,Cleveland,Ohio
003g700000FK3zNAAT,Paul,Moore,paul.moore94@innovatecogr.com,,Director Marketing,,,Cleveland,Ohio
003g700000FK3zOAAT,Elizabeth,White,elizabeth.white47@innovatecogr.com,,Head of Product,,,Cleveland,Ohio
003g700000FK3zPAAT,Linda,Miller,linda.miller57@metaflowinco.com,,COO,,,Akron,Ohio
003g700000FK3zQAAT,James,Davis,james.davis61@metaflowinco.com,,Head of Product,,,Akron,Ohio
003g700000FK3zRAAT,Paul,Garcia,paul.garcia11@optiserveinc.com,,VP Engineering,,,Cincinnati,Ohio
003g700000FK3zSAAT,Nancy,Clark,nancy.clark97@optiserveinc.com,,COO,,,Cincinnati,Ohio
003g700000FK3zTAAT,Nancy,White,nancy.white86@optiserveinc.com,,CEO,,,Cincinnati,Ohio
003g700000FK3zUAAT,Kimberly,Thomas,kimberly.thomas30@metaflowgrou.com,,CTO,,,Toledo,Ohio
003g700000FK3zVAAT,Margaret,Thomas,margaret.thomas53@metaflowgrou.com,,CMO,,,Toledo,Ohio
003g700000FK3zWAAT,Mary,Taylor,mary.taylor19@optiservellc.com,,VP Sales,,,Columbus,Ohio
003g700000FK3zXAAT,Kimberly,Williams,kimberly.williams11@optiservellc.com,,Head of Product,,,Columbus,Ohio
003g700000FK3zYAAT,Daniel,Anderson,daniel.anderson99@optiservellc.com,,CTO,,,Columbus,Ohio
003g700000FK3zZAAT,Patricia,Anderson,patricia.anderson98@novatechllco.com,,VP Sales,,,Cleveland,Ohio
003g700000FK3zaAAD,Elizabeth,Lee,elizabeth.lee8@novatechllco.com,,VP Engineering,,,Cleveland,Ohio
003g700000FK3zbAAD,Mark,Anderson,mark.anderson88@novatechllco.com,,VP Engineering,,,Cleveland,Ohio
003g700000FK3zcAAD,Daniel,Wilson,daniel.wilson2@novatechllco.com,,VP Engineering,,,Cleveland,Ohio
003g700000FK3zdAAD,Betty,Taylor,betty.taylor83@metaflowcorp.com,,CEO,,,Cincinnati,Ohio
003g700000FK3zeAAD,Joshua,Thompson,joshua.thompson80@metaflowcorp.com,,CMO,,,Cincinnati,Ohio
003g700000FK3zfAAD,Betty,Miller,betty.miller39@innovatecogr.com,,Director Marketing,,,Cincinnati,Ohio
003g700000FK3zgAAD,Robert,Martin,robert.martin43@innovatecogr.com,,COO,,,Cincinnati,Ohio
003g700000FK3zhAAD,David,Jackson,david.jackson70@innovatecogr.com,,VP Engineering,,,Cincinnati,Ohio
003g700000FK3ziAAD,Jennifer,Jackson,jennifer.jackson71@catalystcorp.com,,VP Engineering,,,Akron,Ohio
003g700000FK3zjAAD,Kimberly,Lopez,kimberly.lopez97@catalystcorp.com,,CTO,,,Akron,Ohio
003g700000FK3zkAAD,Mary,Martin,mary.martin76@gridpointgro.com,,VP Engineering,,,Cleveland,Ohio
003g700000FK3zlAAD,Karen,Lewis,karen.lewis55@echotechcorp.com,,Director Marketing,,,Cincinnati,Ohio
003g700000FK3zmAAD,Patricia,Wilson,patricia.wilson34@echotechcorp.com,,Head of Product,,,Cincinnati,Ohio
003g700000FK3znAAD,Patricia,White,patricia.white16@synergyincgr.com,,CMO,,,Toledo,Ohio
003g700000FK3zoAAD,Kenneth,Lewis,kenneth.lewis1@brightpathin.com,,CMO,,,Cincinnati,Ohio
003g700000FK3zpAAD,Lisa,Davis,lisa.davis96@brightpathin.com,,CEO,,,Cincinnati,Ohio
003g700000FK3zqAAD,Matthew,Martinez,matthew.martinez37@brightpathin.com,,CTO,,,Cincinnati,Ohio
003g700000FK3zrAAD,Kimberly,Lewis,kimberly.lewis32@vertexpartne.com,,Director Marketing,,,Columbus,Ohio
003g700000FK3zsAAD,Daniel,Jackson,daniel.jackson75@vertexpartne.com,,CEO,,,Columbus,Ohio
003g700000FK3ztAAD,Nancy,Taylor,nancy.taylor13@vertexpartne.com,,CTO,,,Columbus,Ohio
003g700000FK3zuAAD,Margaret,Thomas,margaret.thomas11@vertexpartne.com,,Director Marketing,,,Columbus,Ohio
003g700000FK3zvAAD,Margaret,Jones,margaret.jones61@summitindust.com,,CEO,,,Akron,Ohio
003g700000FK3zwAAD,John,Wilson,john.wilson87@atlasmanufac.com,,COO,,,Akron,Ohio
003g700000FK3zxAAD,Michelle,Martin,michelle.martin67@atlasmanufac.com,,COO,,,Akron,Ohio
003g700000FK3zyAAD,Thomas,Lee,thomas.lee64@atlasmanufac.com,,COO,,,Akron,Ohio
003g700000FK3zzAAD,Steven,Clark,steven.clark63@atlasmanufac.com,,COO,,,Akron,Ohio
003g700000FK400AAD,Elizabeth,Jackson,elizabeth.jackson17@fusionworksi.com,,CMO,,,Columbus,Ohio
003g700000FK401AAD,Ashley,Jones,ashley.jones91@fusionworksi.com,,Director Marketing,,,Columbus,Ohio
003g700000FK402AAD,Ashley,Moore,ashley.moore5@echotechgrou.com,,CTO,,,Cincinnati,Ohio
003g700000FK403AAD,Donna,Wilson,donna.wilson16@echotechgrou.com,,COO,,,Cincinnati,Ohio
003g700000FK404AAD,Linda,Wilson,linda.wilson74@metaflowllco.com,,VP Engineering,,,Cleveland,Ohio
003g700000FK405AAD,Kimberly,Jones,kimberly.jones16@synergyincco.com,,Head of Product,,,Columbus,Ohio
003g700000FK406AAD,Nancy,Martinez,nancy.martinez38@corelogiccor.com,,CMO,,,Toledo,Ohio
003g700000FK407AAD,Mary,Jones,mary.jones19@corelogiccor.com,,COO,,,Toledo,Ohio
003g700000FK408AAD,Patricia,Martinez,patricia.martinez37@corelogiccor.com,,CEO,,,Toledo,Ohio
003g700000FK409AAD,Emily,Smith,emily.smith16@atlasmanufac.com,,Head of Product,,,Dayton,Ohio
003g700000FK40AAAT,John,Johnson,john.johnson54@atlasmanufac.com,,CMO,,,Dayton,Ohio
003g700000FK40BAAT,Kenneth,Taylor,kenneth.taylor44@datawavegrou.com,,COO,,,Dayton,Ohio
003g700000FK40CAAT,Andrew,Lewis,andrew.lewis78@datawavegrou.com,,CTO,,,Dayton,Ohio
003g700000FK40DAAT,David,Jackson,david.jackson82@datawavegrou.com,,CMO,,,Dayton,Ohio
003g700000FK40EAAT,Steven,Jones,steven.jones94@luminaicorpo.com,,Head of Product,,,Akron,Ohio
003g700000FK40FAAT,Jennifer,Thompson,jennifer.thompson86@luminaicorpo.com,,COO,,,Akron,Ohio
003g700000FK40GAAT,Anthony,Davis,anthony.davis51@luminaicorpo.com,,Head of Product,,,Akron,Ohio
003g700000FK40HAAT,Joshua,Johnson,joshua.johnson86@luminaicorpo.com,,CMO,,,Akron,Ohio
003g700000FK40IAAT,Jennifer,Garcia,jennifer.garcia91@summitindust.com,,VP Sales,,,Columbus,Ohio
003g700000FK40JAAT,Kenneth,White,kenneth.white99@summitindust.com,,VP Engineering,,,Columbus,Ohio
003g700000FK40KAAT,Donna,White,donna.white16@summitindust.com,,Director Marketing,,,Columbus,Ohio
003g700000FK40LAAT,Carol,Martin,carol.martin74@novatechincw.com,,VP Sales,,,Bellevue,Washington
003g700000FK40MAAT,Kenneth,Jackson,kenneth.jackson25@novatechincw.com,,CMO,,,Bellevue,Washington
003g700000FK40NAAT,Linda,Harris,linda.harris69@keystoneincv.com,,CTO,,,Virginia Beach,Virginia
003g700000FK40OAAT,Sarah,Miller,sarah.miller32@novatechincp.com,,CMO,,,Philadelphia,Pennsylvania
